spike_times,spike_values,unit
0.1115,8.858847982372646,unit_2
0.1175,5.588892879120851,unit_2
0.1227333333333333,10.007904365844322,unit_2
0.1248,3.4323413526567608,unit_1
0.1599333333333333,7.61266387583712,unit_1
0.1667333333333333,8.122176983793493,unit_1
0.1722,6.048199392715264,unit_1
0.1769666666666666,6.417870777721595,unit_1
0.2096333333333333,7.893947096279873,unit_1
0.2156666666666666,8.447167254965153,unit_1
0.2213999999999999,7.376454770197328,unit_1
0.2245666666666667,4.335424889630078,unit_2
0.2614333333333333,7.463974822122547,unit_1
0.2679333333333333,7.245143242042259,unit_1
0.2723333333333333,4.5395357383642505,unit_2
0.3041333333333333,8.31093897564517,unit_1
0.3107,7.124626450410566,unit_1
0.3164666666666667,6.980906465689009,unit_1
0.3192666666666667,3.996587211386339,unit_2
0.3507333333333333,7.349146881733851,unit_1
0.3574,7.181015431674922,unit_1
0.3630333333333333,7.197013237837322,unit_1
0.3687333333333333,6.94829758341344,unit_1
0.3722333333333333,3.576862282134536,unit_2
0.4054,7.90598979933705,unit_1
0.4116999999999999,6.60104725415936,unit_1
0.4171333333333333,6.673416868154107,unit_1
0.4226,6.5282441053144575,unit_1
0.4276999999999999,6.724525661101271,unit_1
0.4327999999999999,10.865980029871414,unit_1
0.4621333333333333,6.5536216038206145,unit_1
0.4684333333333333,7.2950270360762595,unit_1
0.4756333333333333,6.860930447747479,unit_1
0.4814666666666667,6.163312986335891,unit_1
0.4879,6.507214166474368,unit_1
0.4929,7.997588757314158,unit_1
0.5247333333333334,7.327969492926688,unit_1
0.5312666666666667,7.098427629025956,unit_1
0.5377666666666667,6.79894751206859,unit_1
0.5431,6.337122719530494,unit_1
0.5491,6.428651851585578,unit_1
0.5554,7.09441796909639,unit_1
0.5610666666666667,9.40701990176623,unit_1
0.5934666666666667,6.5713568961806,unit_1
0.6004333333333333,6.475607128207006,unit_1
0.6066333333333334,6.113902026852746,unit_1
0.61,3.345543329449998,unit_2
0.6391333333333333,6.807536246140507,unit_1
0.6461,6.915405242335216,unit_1
0.6521666666666667,7.605958169696177,unit_1
0.6573666666666667,6.778987635281946,unit_1
0.6633666666666667,6.362985788280604,unit_1
0.6684666666666667,6.007464941259923,unit_1
0.6738333333333333,5.435720097238028,unit_1
0.6777666666666666,3.843285395266204,unit_2
0.7095666666666667,5.66097117906453,unit_1
0.7166333333333333,6.841073423635121,unit_1
0.7229333333333333,6.476487995929199,unit_1
0.7287333333333333,6.271798388565949,unit_1
0.7344999999999999,6.246305497114422,unit_1
0.7398333333333333,6.804661587255695,unit_1
0.7477,6.234890153222389,unit_1
0.7537666666666667,5.872453744974739,unit_1
0.7591666666666667,6.080575413954629,unit_1
0.7651666666666667,6.402547619445969,unit_1
0.7690666666666667,2.482061262641039,unit_2
0.7704666666666666,4.0211664228378385,unit_1
0.7954666666666667,6.2583004513945255,unit_1
0.8035,6.567880778892694,unit_1
0.8094,6.222473137843303,unit_1
0.8176333333333333,3.82931512306998,unit_1
0.8465333333333334,6.296811904921153,unit_1
0.8526,6.884128722929001,unit_1
0.8584333333333333,7.250842544425304,unit_1
0.8638666666666667,6.659924734269771,unit_1
0.8691666666666666,6.375904173562966,unit_1
0.8742,6.50180418097104,unit_2
0.9005,6.730229355972185,unit_1
0.9075666666666666,6.704296383184234,unit_1
0.9138333333333332,6.100505303441106,unit_1
0.9201,6.074306088374839,unit_1
0.9257666666666666,6.7135434693774,unit_1
0.9318,7.217965837640903,unit_1
0.9375666666666668,6.369600686641172,unit_1
0.9434333333333332,5.816933974481581,unit_1
0.9496,5.874490089285863,unit_1
0.9556,6.152917874903027,unit_1
0.9635,5.845909017867172,unit_1
0.9706666666666668,6.486495531144066,unit_1
0.9768333333333332,5.576668033121414,unit_1
0.9817666666666668,7.732594731831989,unit_1
1.0110666666666668,6.585045572901093,unit_1
1.0232666666666668,5.684905759084104,unit_1
1.0297666666666667,5.884850323283349,unit_1
1.0362,5.909369593370222,unit_1
1.0432333333333337,5.059633778156707,unit_1
1.0491666666666668,6.2774384696470955,unit_1
1.0552,6.435412973486267,unit_1
1.0617666666666667,5.909791145925997,unit_1
1.0671666666666666,5.707899033646688,unit_1
1.0739,6.4806177379632866,unit_1
1.0795666666666668,8.546252866098309,unit_1
1.1099666666666668,6.027443591336064,unit_1
1.1172000000000002,5.824496861062719,unit_1
1.1226333333333334,6.259575005533156,unit_1
1.1285333333333334,6.441265737374798,unit_1
1.1348666666666667,6.383316738516596,unit_1
1.1412,6.304585647213353,unit_1
1.1469,5.486171754735903,unit_1
1.1534,5.698557283793618,unit_1
1.1596000000000002,5.465966240343311,unit_1
1.1663,6.092660210514161,unit_1
1.1724333333333334,5.931580408299171,unit_1
1.1765,3.5902097542044147,unit_2
1.2099666666666669,6.283199004415936,unit_1
1.2166666666666668,5.745870298321492,unit_1
1.2251333333333334,6.488733203523241,unit_1
1.232,6.383094148972475,unit_1
1.2386333333333337,6.419250656147576,unit_1
1.245766666666667,6.260027376559872,unit_1
1.2527333333333337,6.13285227566934,unit_1
1.2593,6.116402380651957,unit_1
1.2665666666666668,6.226084772008168,unit_1
1.274066666666667,6.347158418263848,unit_1
1.2808000000000002,6.310329042806259,unit_1
1.2869333333333337,5.470969370532938,unit_1
1.2929666666666668,5.806795379584876,unit_1
1.3004,5.425399396663628,unit_1
1.3081666666666667,6.002968965599675,unit_1
1.3151666666666668,5.985194996314781,unit_1
1.3216333333333334,6.1630835783232945,unit_1
1.3251666666666668,3.244234418594002,unit_2
1.359033333333333,6.185705136950121,unit_1
1.3687333333333334,6.343887456843785,unit_1
1.377,5.417663622431164,unit_1
1.3837000000000002,5.599652617938533,unit_1
1.3905333333333334,6.326096671836422,unit_1
1.397,6.0067067775699075,unit_1
1.4034333333333335,5.702584504698009,unit_1
1.4101,6.400594741240841,unit_1
1.4174,5.634802755947636,unit_1
1.4260333333333337,5.605959142370581,unit_1
1.433266666666667,6.270523509095638,unit_2
1.4812,6.16510328579446,unit_1
1.4883666666666668,6.475308874234736,unit_1
1.4966666666666668,5.404808067513437,unit_1
1.5039333333333331,5.806048436843902,unit_1
1.5108666666666668,5.822095747134713,unit_1
1.5181333333333331,5.861969565633664,unit_1
1.5253333333333334,8.929459241906548,unit_1
1.5553,6.596066057366039,unit_1
1.5634,5.984825363703001,unit_1
1.5703333333333334,6.293533576543694,unit_1
1.5769666666666668,5.7958133490093235,unit_1
1.5851666666666668,6.096038737236557,unit_1
1.5917,5.285894022476853,unit_1
1.5977333333333334,5.9931533561135755,unit_1
1.6032333333333335,6.971094317343097,unit_1
1.6380333333333337,5.876145337276051,unit_1
1.645066666666667,5.886543779464885,unit_1
1.6526666666666667,6.279816642713034,unit_1
1.6601333333333337,6.185128461687164,unit_1
1.6675,5.991723142688858,unit_1
1.6746666666666667,6.405139850641682,unit_1
